HLAGene	HLA_A1	HLA_A2	HLA_A1_CN	HLA_A1_CN_Lower	HLA_A1_CN_Upper	HLA_A2_CN	HLA_A2_CN_Lower	HLA_A2_CN_Upper	HLA_A1_Median_LogR	HLA_A2_Median_LogR	HLA_A1_MM_Median_LogR	HLA_A2_MM_Median_LogR	MM_LogR_Paired_Pvalue	Median_BAF	Num_MM	Num_Bins	Num_Bins_Used	Num_CN_Loss_Supporting_Bins
hla_a	hla_a_01_01_01_01	hla_a_01_01_01_01													0	0	0	0
hla_b	hla_b_07_02_01	hla_b_15_27_01	0.8022	0.773	1.0011	1.0784	0.949	1.1343	-0.128107177407424	0.0256252480287942	-0.191006691710404	0.0181822648432321	0.000777513229759048	0.470147864361131	90	22	19	0
hla_c	hla_c_01_02_01	hla_c_01_02_01													0	0	0	0
