HLAGene	HLA_A1	HLA_A2	HLA_A1_CN	HLA_A1_CN_Lower	HLA_A1_CN_Upper	HLA_A2_CN	HLA_A2_CN_Lower	HLA_A2_CN_Upper	HLA_A1_Median_LogR	HLA_A2_Median_LogR	HLA_A1_MM_Median_LogR	HLA_A2_MM_Median_LogR	MM_LogR_Paired_Pvalue	Median_BAF	Num_MM	Num_Bins	Num_CN_Loss_Supporting_Bins
hla_a	hla_a_01_01_01_01	hla_a_24_02_01_01	1.834	1.6678	1.9238	0.2061	0.0273	0.2633	0.692715263465772	-1.56697181608102	0.663568917806256	-1.60006648576207	4.20021719075399e-52	0.850694444444445	92	21	21
