HLAGene	HLA_A1	HLA_A2	HLA_A1_CN	HLA_A1_CN_Lower	HLA_A1_CN_Upper	HLA_A2_CN	HLA_A2_CN_Lower	HLA_A2_CN_Upper	HLA_A1_Median_LogR	HLA_A2_Median_LogR	HLA_A1_MM_Median_LogR	HLA_A2_MM_Median_LogR	MM_LogR_Paired_Pvalue	Median_BAF	Num_MM	Num_Bins	Num_MM_Bins	Pct_A1_Loss_Supporting_Bins	Pct_A2_Loss_Supporting_Bins	Pct_CN_Diff_Supporting_Bins
hla_a	hla_a_01_01_01_01	hla_a_24_02_01_01	1.8163	1.6976	1.9297	0.2145	0.1385	0.2454	0.692715263465772	-1.34681310072087	0.661006403738434	-1.44478826028416	1.21244927287853e-48	0.821111111111111	92	23	20	0	86.3636	86.3636
